query,rank,sentence,label,label_text,score
My card declines when I pay for my meal.,80,"Suddenly, my card won't work.",14,card_not_working,0.8
My card declines when I pay for my meal.,81,I am unable to use my card.,14,card_not_working,0.8
My card declines when I pay for my meal.,82,When I was in a restaurant today my card was declined and payment wouldn't go through and I need help. Can you fix this?,14,card_not_working,0.8
My card declines when I pay for my meal.,83,I can't get my actual card to work,14,card_not_working,0.8
My card declines when I pay for my meal.,84,My card doesn't work when I use it.,14,card_not_working,0.8
My card declines when I pay for my meal.,85,The ATM keeps declining my card! I tried two different ATMs already can you please check if everything is alright with my account??,26,declined_cash_withdrawal,0.8
My card declines when I pay for my meal.,86,"Transfer unable to be completed, states 'declined'",27,declined_transfer,0.8
My card declines when I pay for my meal.,87,"Why do you keep declining my transfers? It's been working well so far, but when I just tried to buy something, the card got declined. I tried it a few times, but same thing happened every try.",27,declined_transfer,0.8
My card declines when I pay for my meal.,88,"Why did my transfer not work, it says it was declined?",27,declined_transfer,0.8
My card declines when I pay for my meal.,89,"It's declining my transfers. Normally this works, but my card is being declined now and I've tried more than once.",27,declined_transfer,0.8
My card declines when I pay for my meal.,90,"Could not complete transfer, states 'declined'",27,declined_transfer,0.8
My card declines when I pay for my meal.,91,"Unable to complete transfer, states 'declined'",27,declined_transfer,0.8
My card declines when I pay for my meal.,92,Why are my transfers being declined? It normally works but now it's declining my card. I've tried it a few times but it's still not working.,27,declined_transfer,0.8
My card declines when I pay for my meal.,93,Why does my card continually get declined? I thought I had enough money in there but I've tried several times now and it still isn't working.,27,declined_transfer,0.8
My card declines when I pay for my meal.,94,Why isn't my card working? I was pumped to use my new card but it keeps getting declined. Help please.,25,declined_card_payment,0.8
My card declines when I pay for my meal.,95,"I was out today looking forward to paying with my new card, but the payment just kept getting declined. This is really sad, what's going on?",25,declined_card_payment,0.8
My card declines when I pay for my meal.,96,Can you tell me why my card keeps getting declined every time I try to use it?,25,declined_card_payment,0.8
My card declines when I pay for my meal.,97,Can you tell me why my card is not working? I keep trying to use it but it keeps rejecting my payment. I am being careful and entering the info correctly but it still happens.,25,declined_card_payment,0.8
My card declines when I pay for my meal.,98,"My payment has been declined!! What's going on, I thought everything was alright and working well?",25,declined_card_payment,0.8
My card declines when I pay for my meal.,99,Explain why my card payment wouldn't go through.,25,declined_card_payment,0.8
My card declines when I pay for my meal.,100,My card couldn't pay in a shop.,25,declined_card_payment,0.8
My card declines when I pay for my meal.,101,"my card payment has been declined, do you know why?",25,declined_card_payment,0.8
My card declines when I pay for my meal.,102,Why won't you accept my payment? I keep trying with this card and it's not working.,25,declined_card_payment,0.8
My card declines when I pay for my meal.,103,For some reason my card payment didn't work,25,declined_card_payment,0.8
My card declines when I pay for my meal.,104,Why do you keep declining my payment?I tried several times with this card and it is just not working.,25,declined_card_payment,0.8
My card declines when I pay for my meal.,105,Why do you keep declining my payment?I tried several times already with this card and it is just not working.,25,declined_card_payment,0.8
My card declines when I pay for my meal.,106,"my payment was rejected, do you know why?",25,declined_card_payment,0.8
My card declines when I pay for my meal.,107,My card payment doesn't work.,25,declined_card_payment,0.8
My card declines when I pay for my meal.,108,"Everything seems fine with my account, so why did it decline my payment?",25,declined_card_payment,0.8
My card declines when I pay for my meal.,109,I had a decline on my card. Why?,25,declined_card_payment,0.8
My card declines when I pay for my meal.,110,"I was out today looking forward to paying with my brand new card, turns out the payment just kept getting declined. This is pretty sad, what's going on?",25,declined_card_payment,0.8
My card declines when I pay for my meal.,111,What could the reason be that my payment card was declined?,25,declined_card_payment,0.8
My card declines when I pay for my meal.,112,Is there an issue with my card payment as it has not gone through.,25,declined_card_payment,0.8
My card declines when I pay for my meal.,113,I just got my new card and tried using it and it was declined?,25,declined_card_payment,0.8
My card declines when I pay for my meal.,114,"I know there's money in my account, why did my account decline me?",25,declined_card_payment,0.8
My card declines when I pay for my meal.,115,I had a card payment that was declined.  Why?,25,declined_card_payment,0.8
My card declines when I pay for my meal.,116,"I have enough money in my account, so why is my card being declined?",25,declined_card_payment,0.8
My card declines when I pay for my meal.,117,"I would like to make a purchase, however my card has been declined. I would like to ask the reason for this. The past two weeks, the card has been working fine.",53,reverted_card_payment?,0.8
My card declines when I pay for my meal.,118,Looks like my card payment was cancelled.,53,reverted_card_payment?,0.8
My card declines when I pay for my meal.,119,Card payment has be declined.,53,reverted_card_payment?,0.8
My card declines when I pay for my meal.,120,My card payment's cancelled,53,reverted_card_payment?,0.8
My card declines when I pay for my meal.,121,It looks like my card payment was sent back.,53,reverted_card_payment?,0.8
My card declines when I pay for my meal.,122,It shows that the transfer on my account wasn't allowed.,7,beneficiary_not_allowed,0.8
My card declines when I pay for my meal.,123,Payment did not process,7,beneficiary_not_allowed,0.8
My card declines when I pay for my meal.,124,My virtual card is just not going through.,72,virtual_card_not_working,0.8
My card declines when I pay for my meal.,125,My disposable virtual card wouldn't process my payment?,72,virtual_card_not_working,0.8
My card declines when I pay for my meal.,126,I am unable to use my card for some reason.,14,card_not_working,0.75
My card declines when I pay for my meal.,127,My card was declined at a restaurant today and I don't know what the problem is.,14,card_not_working,0.75
My card declines when I pay for my meal.,128,I wasn't able to use my card today when I went out for lunch. Wondering why that is?,14,card_not_working,0.75
My card declines when I pay for my meal.,129,"I'm having issues with my card. You guys keep declining it for some reason. I haven't had any issues up until this point. What is going on? I've tried a handful of times with the same, unfortunate, result!",27,declined_transfer,0.75
My card declines when I pay for my meal.,130,My card did not go through in a shop,25,declined_card_payment,0.75
My card declines when I pay for my meal.,131,Why did my payment go back to my account when I bought something?,53,reverted_card_payment?,0.75
My card declines when I pay for my meal.,132,Can you find out why my credit card didn't process payment? It was declined for top up so what's the deal?,59,top_up_failed,0.75
My card declines when I pay for my meal.,133,Can you tell me what the problem with my card is? It was declined at a restaurant today.,14,card_not_working,0.7
My card declines when I pay for my meal.,134,My card seems to not be working at all.,14,card_not_working,0.7
My card declines when I pay for my meal.,135,"No transactions are being accepted, what's wrong with my card?",14,card_not_working,0.7
My card declines when I pay for my meal.,136,My card was declined at a restaurant today and I am not sure why.,14,card_not_working,0.7
My card declines when I pay for my meal.,137,Currently I can't get my card to work.,14,card_not_working,0.7
My card declines when I pay for my meal.,138,My card won't work right now.,14,card_not_working,0.7
My card declines when I pay for my meal.,139,The card that I have isn't working. This is the physical card.,14,card_not_working,0.7
My card declines when I pay for my meal.,140,My contactless payments don't work.,23,contactless_not_working,0.7
My card declines when I pay for my meal.,141,There was a limited amount of money available at the time of my transaction.,75,wrong_amount_of_cash_received,0.7
My card declines when I pay for my meal.,142,I'm not recognizing the card payment.,16,card_payment_not_recognised,0.7
My card declines when I pay for my meal.,143,I am not recognizing a debit payment from my account.,28,direct_debit_payment_not_recognised,0.7
My card declines when I pay for my meal.,144,Why was I declined when I tried to get my money?,26,declined_cash_withdrawal,0.7
My card declines when I pay for my meal.,145,how come i was declined,26,declined_cash_withdrawal,0.7
My card declines when I pay for my meal.,146,I have a payment which has not been approved.,45,pending_card_payment,0.7
My card declines when I pay for my meal.,147,I tried to make a payment with my card and it was declined. Why is it pending?,45,pending_card_payment,0.7
My card declines when I pay for my meal.,148,Transfer was declined.,27,declined_transfer,0.7
My card declines when I pay for my meal.,149,It appears my transfer was declined.,27,declined_transfer,0.7
My card declines when I pay for my meal.,150,Why are my transfers and purchases keep getting declined?,27,declined_transfer,0.7
My card declines when I pay for my meal.,151,I've made more than one attempt to make a purchase and the card keeps getting declined. Why do you keep denying my transfers?,27,declined_transfer,0.7
My card declines when I pay for my meal.,152,It says the transfer wasn't accepted.,27,declined_transfer,0.7
My card declines when I pay for my meal.,153,I tried to do a transfer and it's saying it declined.,27,declined_transfer,0.7
My card declines when I pay for my meal.,154,I have tried a couple of times to make a purchase and my card keeps getting declined. Why do you keep denying my transfers? I have already tried a couple of times and it's not working.,27,declined_transfer,0.7
My card declines when I pay for my meal.,155,Transfer could not be completed due to being declined.,27,declined_transfer,0.7
My card declines when I pay for my meal.,156,"Why do you keep declining my transfers? it's always been working really well so far but when I tried to buy something just now the card got declined, I tried couple of times already  but same thing is happening.",27,declined_transfer,0.7
My card declines when I pay for my meal.,157,I went to use my new card today and the card was repeatedly declined. I would really like to use this card and need to know what to do about it.,25,declined_card_payment,0.7
My card declines when I pay for my meal.,158,Why was my card declined in a shop?,25,declined_card_payment,0.7
My card declines when I pay for my meal.,159,I couldn't pay with card in a shop,25,declined_card_payment,0.7
My card declines when I pay for my meal.,160,Why is my payment declined? It looked like everything worked ok and my account was fine.,25,declined_card_payment,0.7
My card declines when I pay for my meal.,161,I'm sure I have enough money so why didn't the store accept my card?,25,declined_card_payment,0.7
My card declines when I pay for my meal.,162,Why was my card declined?,25,declined_card_payment,0.7
My card declines when I pay for my meal.,163,"Hi, is everything in good standing with my card? I am receiving multiple ""decline"" messages.",25,declined_card_payment,0.7
My card declines when I pay for my meal.,164,Why did my payment fail?,25,declined_card_payment,0.7
My card declines when I pay for my meal.,165,My card would not work at a shop.,25,declined_card_payment,0.7
My card declines when I pay for my meal.,166,I could not get my card to work at a shop.,25,declined_card_payment,0.7
My card declines when I pay for my meal.,167,The card payment is declined.  Please inform me why.,25,declined_card_payment,0.7
My card declines when I pay for my meal.,168,My payment for my card is not working,25,declined_card_payment,0.7
My card declines when I pay for my meal.,169,"I've tried many times to make a payment, but it's not going through.  What's wrong?",25,declined_card_payment,0.7
My card declines when I pay for my meal.,170,My payment has been declined several times.  Can you help me?,25,declined_card_payment,0.7
My card declines when I pay for my meal.,171,When I tried to pay in a store my card din't work,25,declined_card_payment,0.7
My card declines when I pay for my meal.,172,"Card payment was declined, do you know why?",25,declined_card_payment,0.7
My card declines when I pay for my meal.,173,"I was out today looking forward to paying with my new card, turns out the payment kept getting declined. This is really sad, what's going on?",25,declined_card_payment,0.7
My card declines when I pay for my meal.,174,"My card has an issue, the payment has been deferred.",53,reverted_card_payment?,0.7
My card declines when I pay for my meal.,175,My account did not allow the transfer.,7,beneficiary_not_allowed,0.7
My card declines when I pay for my meal.,176,My card isn't letting me purchase something and I wanted to know why.,7,beneficiary_not_allowed,0.7
My card declines when I pay for my meal.,177,My credit card got declined for top up! What's going on? Can you check on why it didn't go through?,59,top_up_failed,0.7
My card declines when I pay for my meal.,178,I tried to charge my card but it was declined. A couple days ago I was able to charge it and it was accepted. Is something wrong? Will you double check for me please?,59,top_up_failed,0.7
My card declines when I pay for my meal.,179,I was trying to top-up and my credit card was declined. Can you tell me why?,59,top_up_failed,0.7
My card declines when I pay for my meal.,180,My card doesn't seem to work anymore,14,card_not_working,0.65
My card declines when I pay for my meal.,181,I added money to the card but the transaction didn't go through,47,pending_top_up,0.65
My card declines when I pay for my meal.,182,It looks like a payment I've made hasn't made it through yet.,45,pending_card_payment,0.65
My card declines when I pay for my meal.,183,The payment I made with my card is not showing up.,53,reverted_card_payment?,0.65
My card declines when I pay for my meal.,184,"Hello. I looked at my account and see that a transaction I tried to do is pending, but I did not complete that transaction. When I was at the ATM, the machine declined my card. Can you make sure that transaction does not go through because I definitely did not receive the money.",46,pending_cash_withdrawal,0.6
My card declines when I pay for my meal.,185,Please cancel the latest ATM charge on my card as my card was declined earlier today and I did not receive that cash.,46,pending_cash_withdrawal,0.6
My card declines when I pay for my meal.,186,"My card isn't working at all, I need assistance. It's really frustrating.",14,card_not_working,0.6
My card declines when I pay for my meal.,187,I think my card is broke it's not working anymore,14,card_not_working,0.6
My card declines when I pay for my meal.,188,I have not been able to use this card.,14,card_not_working,0.6
My card declines when I pay for my meal.,189,How come my card doesn't work anymore?,14,card_not_working,0.6
My card declines when I pay for my meal.,190,My actual card isn't functioning.,14,card_not_working,0.6
My card declines when I pay for my meal.,191,I can't get the card itself to work.,14,card_not_working,0.6
My card declines when I pay for my meal.,192,What should I do if my card doesn't work?,14,card_not_working,0.6
My card declines when I pay for my meal.,193,My card will not work,14,card_not_working,0.6
My card declines when I pay for my meal.,194,Why can't I use my card?,14,card_not_working,0.6
My card declines when I pay for my meal.,195,I think my card is broke?,14,card_not_working,0.6
My card declines when I pay for my meal.,196,Why doesn't my card work for any transactions?,14,card_not_working,0.6
My card declines when I pay for my meal.,197,My card hasn't been working for even small transactions today.,14,card_not_working,0.6
My card declines when I pay for my meal.,198,What do I do if the machine rejects my card?,14,card_not_working,0.6
My card declines when I pay for my meal.,199,My physical card is not working,14,card_not_working,0.6
My card declines when I pay for my meal.,200,Why is my physical card not working?,14,card_not_working,0.6
My card declines when I pay for my meal.,201,I can't seem to use my card. Can you help?,14,card_not_working,0.6
My card declines when I pay for my meal.,202,Why is my card not working anymore?,14,card_not_working,0.6
My card declines when I pay for my meal.,203,What should I do if I can't use my card?,14,card_not_working,0.6
My card declines when I pay for my meal.,204,Please help.  The card won't work.,14,card_not_working,0.6
My card declines when I pay for my meal.,205,What can I do to make my physical card work?,14,card_not_working,0.6
My card declines when I pay for my meal.,206,Can you tell me why I can't make any transactions?,14,card_not_working,0.6
My card declines when I pay for my meal.,207,There is something wrong with my card. Tried to use it a few times today in different places and it just didn't work. The transactions I tried to make were really small so not sure what's going on,14,card_not_working,0.6
My card declines when I pay for my meal.,208,The card is non-functional.,14,card_not_working,0.6
My card declines when I pay for my meal.,209,I haven't been able to complete any transactions on my card today. Do you know what's wrong?,14,card_not_working,0.6
My card declines when I pay for my meal.,210,Why isn't my card working anymore?,14,card_not_working,0.6
My card declines when I pay for my meal.,211,Why won't my card work anymore?,14,card_not_working,0.6
My card declines when I pay for my meal.,212,Why won't the machine accept my card anymore?,14,card_not_working,0.6
My card declines when I pay for my meal.,213,"I think my card is broken or something. I tried using it and it wouldn't go through, please help.",14,card_not_working,0.6
My card declines when I pay for my meal.,214,My card no longer works.,14,card_not_working,0.6
My card declines when I pay for my meal.,215,I seem to be unable to make any transactions.,14,card_not_working,0.6
My card declines when I pay for my meal.,216,I am having problems with my physical card.,14,card_not_working,0.6
My card declines when I pay for my meal.,217,"I don't know what's wrong with my card, but it has not worked at multiple places today.",14,card_not_working,0.6
My card declines when I pay for my meal.,218,My card won't physically work.,14,card_not_working,0.6
My card declines when I pay for my meal.,219,What do I do if my card is not working?,14,card_not_working,0.6
My card declines when I pay for my meal.,220,What should I do if my physical card isn't working?,14,card_not_working,0.6
My card declines when I pay for my meal.,221,I've tried using my contactless in several locations today and it's not working anywhere. It seemed fine before. How do I get it to work again?,23,contactless_not_working,0.6
My card declines when I pay for my meal.,222,I can't get a contactless payment to work.,23,contactless_not_working,0.6
My card declines when I pay for my meal.,223,"Even though I added money ey to the card, I couldn't use it",47,pending_top_up,0.6
My card declines when I pay for my meal.,224,Why hasn't my transaction completed?,66,transfer_not_received_by_recipient,0.6
My card declines when I pay for my meal.,225,"I tried topping off my account with a card, but the money is not in my account despite the charge going through",62,topping_up_by_card,0.6
My card declines when I pay for my meal.,226,I wasn't able to use my top up card because the money I put on there wasn't there anymore,62,topping_up_by_card,0.6
My card declines when I pay for my meal.,227,My withdrawals were going smooth until I got declined today. What is going on?,26,declined_cash_withdrawal,0.6
My card declines when I pay for my meal.,228,Why was my withdrawal declined,26,declined_cash_withdrawal,0.6
My card declines when I pay for my meal.,229,Why are my withdrawals suddenly being declined?,26,declined_cash_withdrawal,0.6
My card declines when I pay for my meal.,230,"Please double check my card - withdrawal was working fine so far, but this morning on the way to work it suddenly got declined!",26,declined_cash_withdrawal,0.6
My card declines when I pay for my meal.,231,I was declined when trying to withdrawal cash!,26,declined_cash_withdrawal,0.6
My card declines when I pay for my meal.,232,My ATM withdrawal was declined.,26,declined_cash_withdrawal,0.6
My card declines when I pay for my meal.,233,The ATM machines keep declining my card and I don't know why. I thought I had money in my account. Why is this happening?,26,declined_cash_withdrawal,0.6
My card declines when I pay for my meal.,234,Tried using my ATM card earlier at one of your locations for the first time.  It didn't work.  What is going on?,26,declined_cash_withdrawal,0.6
My card declines when I pay for my meal.,235,"This morning I wanted to make a withdrawal before work, but my card was declined! Please double check it for me as this is the first time it was declined.",26,declined_cash_withdrawal,0.6
My card declines when I pay for my meal.,236,I tried using my ATM card at your Notting Hill location today.  It did not work.  Am I doing something wrong?,26,declined_cash_withdrawal,0.6
My card declines when I pay for my meal.,237,I'm trying to take money from my account but its not letting me. Help!,26,declined_cash_withdrawal,0.6
My card declines when I pay for my meal.,238,Is there something wrong with my ATM Card?  Tried using it earlier and it did not work.,26,declined_cash_withdrawal,0.6
My card declines when I pay for my meal.,239,"I think there may be something wrong with my card. I have never had issues with withdraws before, but this morning on the way to work it was suddenly declined.",26,declined_cash_withdrawal,0.6
My card declines when I pay for my meal.,240,What was the cause for my card to be declined?,26,declined_cash_withdrawal,0.6
My card declines when I pay for my meal.,241,When going to the ATM to take out some cash today my withdrawal was  declined.  I need to fix this problem as soon as possible. whats going on?,26,declined_cash_withdrawal,0.6
My card declines when I pay for my meal.,242,"I tried to withdraw cash, but got declined!",26,declined_cash_withdrawal,0.6
My card declines when I pay for my meal.,243,I just had my card get declined at the ATM! I need to get money out but I am unable to.  Why has this happened?,26,declined_cash_withdrawal,0.6
My card declines when I pay for my meal.,244,"Why does the ATM continually decline my card? I've tried multiple times on different machines with the same results. I thought I had enough funds for this, so please help me understand why this is happening.",26,declined_cash_withdrawal,0.6
My card declines when I pay for my meal.,245,I think I am having an issue with withdraws on my card. It was declined on the way to work this morning. This hasn't happened in the past.,26,declined_cash_withdrawal,0.6
My card declines when I pay for my meal.,246,I was declined when I tried to take out cash!,26,declined_cash_withdrawal,0.6
My card declines when I pay for my meal.,247,There is a payment that I made that hasn't gone through yet.,45,pending_card_payment,0.6
My card declines when I pay for my meal.,248,I have a payment that has not gone through yet,45,pending_card_payment,0.6
My card declines when I pay for my meal.,249,After making a payment with my card it doesn't seem to have worked. It's just showing to be pending. When will this actually be going through?,45,pending_card_payment,0.6
My card declines when I pay for my meal.,250,I tried to pay through my account but the payment is not going through. What's going on?,45,pending_card_payment,0.6
My card declines when I pay for my meal.,251,"I did a payment with my card but seem that didn't work, it's still listed as pending since a while ago. When does this actually go through?",45,pending_card_payment,0.6
My card declines when I pay for my meal.,252,Why hasn't my payment gone through?,45,pending_card_payment,0.6
My card declines when I pay for my meal.,253,I have a payment that hasn't went through yet.,45,pending_card_payment,0.6
My card declines when I pay for my meal.,254,Why hasn't my payment gone through yet?,45,pending_card_payment,0.6
My card declines when I pay for my meal.,255,"Is there something wrong with my card payment? It's been pending a really, really long time.",45,pending_card_payment,0.6
My card declines when I pay for my meal.,256,I tried to buy something online yesterday and got a message saying declined. I tried again today and got the same message. What's the problem?,27,declined_transfer,0.6
My card declines when I pay for my meal.,257,"While doing a transfer, it says declined.",27,declined_transfer,0.6
My card declines when I pay for my meal.,258,I see my transfer was declined.,27,declined_transfer,0.6
My card declines when I pay for my meal.,259,Why would my transfer be declined?,27,declined_transfer,0.6
My card declines when I pay for my meal.,260,Why do you keep declining my transfers? it's always been working really well so far but when I tried to buy something just now the card got declined . I tried couple of times already  but same thing is happening .,27,declined_transfer,0.6
My card declines when I pay for my meal.,261,I tried to buy something online yesterday but it kept saying declined. Tried another time today but same thing happened. What's Broken?,27,declined_transfer,0.6
My card declines when I pay for my meal.,262,Why am I getting declines when trying to make a purchase online?,27,declined_transfer,0.6
My card declines when I pay for my meal.,263,"I have been doing some online shopping, but when checking out, it keeps getting declined. I tried a few times and it wouldn't work. What could be wrong?",27,declined_transfer,0.6
My card declines when I pay for my meal.,264,"It seems you keep declining my transfers. Before, it's always worked very well.Just now when I tried to buy something the card was declined. I tried more than once and it was the same thing each time.",27,declined_transfer,0.6
My card declines when I pay for my meal.,265,I need to make a transfer but it keeps getting declined I need Help!,27,declined_transfer,0.6
My card declines when I pay for my meal.,266,I couldn't make a transfer because it was declined,27,declined_transfer,0.6
My card declines when I pay for my meal.,267,Shopping on line I was declined when trying to buy something.,27,declined_transfer,0.6
My card declines when I pay for my meal.,268,How come my transfer got declined,27,declined_transfer,0.6
My card declines when I pay for my meal.,269,"Transfer was declined, could not complete request.",27,declined_transfer,0.6
My card declines when I pay for my meal.,270,"Hello. My credit keeps being declined, last night and again today, as I try to buy something. What is the status of my card?",27,declined_transfer,0.6
My card declines when I pay for my meal.,271,I have a transfer that was declined.,27,declined_transfer,0.6
My card declines when I pay for my meal.,272,What would be a reason my transfer got declined?,27,declined_transfer,0.6
My card declines when I pay for my meal.,273,Why did my transfer get declined?,27,declined_transfer,0.6
My card declines when I pay for my meal.,274,I am unable to transfer money. I believe it is not working because it states it was declined.,27,declined_transfer,0.6
My card declines when I pay for my meal.,275,I was making a purchase and it was declined and I wanted to know why.,27,declined_transfer,0.6
